transaction_key,item,transaction_type,quantity,transaction_date,unit,assigned_to,serial_numbers,description,remark,source_ref
STK-63245BDF04,Laptop Dell Latitude 3520,OUT,1,2024-01-08 00:00:00,pcs,Nhung,B65JGL3,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=421
STK-CE6296B7A3,Datalogic QW2100,OUT,1,2024-01-08 00:00:00,pcs,Nhung,G17MA2903,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=422
STK-D95544153A,Epson TM-82III,OUT,1,2024-01-08 00:00:00,pcs,Nhung,X7BA007405,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=423
STK-B72CEF881F,Sim 4g,IN,2,2024-01-08 00:00:00,pcs,,89840480009343020508984048000934755086,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=424
STK-4720EA4C12,HP 190V,IN,1,2024-05-08 00:00:00,pcs,VI05&VR05,3CQ54013F6,Nhập về từ VI05&VR05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=425
STK-3AE16A23A0,HP 190V,IN,1,2024-05-08 00:00:00,pcs,VE04,1CR8420HDS,Nhập về từ VE04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=426
STK-4E30C0963F,HP 190V,IN,1,2024-05-08 00:00:00,pcs,VC08,1CR82307CH,Nhập về từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=427
STK-D70C03F6EA,HP-Display port to VGA,IN,2,2024-05-08 00:00:00,pcs,,,Nhập về từ VI05&VR05,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=428
STK-77499400BE,KVM Switch,IN,1,2024-05-08 00:00:00,,VI05&VR05,F3H40430496,Nhập về từ VI05&VR05 (Aten model),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=429
STK-75BE5647CC,Fortigate-40F,IN,3,2024-05-08 00:00:00,pcs,,,Nhập 3 bộ cùa FTI (Phase 2),,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=430
STK-92109C2F95,OptiPlex 3090 Micro,OUT,1,2024-05-08 00:00:00,pcs,VA16-Pos1,DHC4LQ3,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=431
STK-9600206EE0,OptiPlex 3090 Micro,OUT,1,2024-05-08 00:00:00,pcs,VA16-Pos2,CHC4LQ3,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=432
STK-E3E6B3FE04,HP ProDesk 400 G3 DM,OUT,1,2024-05-08 00:00:00,pcs,VA16-Admin,8CG8105N1T,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=433
STK-90A20AC916,HP ProDesk 400 G3 DM,OUT,1,2024-05-08 00:00:00,pcs,VA16-Server,8CG8105MSQ,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=434
STK-B4F3D1834D,HP 190V,OUT,1,2024-05-08 00:00:00,pcs,VA16,3CQ54013F6,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=435
STK-1B77367BE7,HP 190V,OUT,1,2024-05-08 00:00:00,pcs,VA16,1CR8420HDS,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=436
STK-96860ACF31,HP 190V,OUT,1,2024-05-08 00:00:00,pcs,VA16,1CR82307CH,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=437
STK-B563682A1F,KVM Switch,OUT,1,2024-05-08 00:00:00,pcs,VA16,F3H40430496,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=438
STK-A357F32953,Maken MK410,OUT,1,2024-05-08 00:00:00,pcs,VA16,MK410220300326,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=439
STK-F5C212AFF6,Antech,OUT,1,2024-05-08 00:00:00,pcs,VA16,DGAV141220180740,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=440
STK-BBCEC62AE5,D-Link DES-1016D,OUT,1,2024-05-08 00:00:00,pcs,VA16,S31U4I3002273,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=441
STK-6B3BC8D195,Pole Display VFD,OUT,2,2024-05-08 00:00:00,pcs,VA16,211130000039;211130000034,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=442
STK-21CC505493,Hub Usb Unitek - 4 Port,OUT,2,2024-05-08 00:00:00,pcs,VA16,,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=443
STK-00C664296A,Datalogic QW2100,OUT,1,2024-05-08 00:00:00,pcs,VA16,G21EB1552,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=444
STK-C25D6697F2,Datalogic QW2100,OUT,1,2024-05-08 00:00:00,pcs,VA16,G21E85723,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=445
STK-799A7926AD,Epson TM-82III,OUT,1,2024-05-08 00:00:00,pcs,VA16,X7B9025195,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=446
STK-CB442FB47D,Epson TM-82III,OUT,1,2024-05-08 00:00:00,pcs,VA16,X7BA007402,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=447
STK-267DCAA304,Canon LBP 2900,OUT,1,2024-05-08 00:00:00,pcs,VA16,NMYA585779,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=448
STK-555CBF12E8,UPS SMC 1500,OUT,1,2024-05-08 00:00:00,pcs,VA16,,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=449
STK-A626B3DF0F,HP-Display port to VGA,OUT,1,2024-05-08 00:00:00,pcs,VA16,CNK3380795,Cấp cho VA16,2 thằng chung 1 serial,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=450
STK-0366038165,HP-Display port to VGA,OUT,1,2024-05-08 00:00:00,pcs,VA16,CNK3380795,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=451
STK-F40E10A2C5,Fortigate-40F,OUT,1,2024-05-08 00:00:00,pcs,VA16,FGT40FTK24006198,Cấp cho VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=452
STK-456878A471,Sim 4g,OUT,1,2024-06-08 00:00:00,pcs,ZV13,8401230450061640,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=453
STK-6F1B7C6612,Modem 4G TP-Link M7350,OUT,1,2024-06-08 00:00:00,pcs,ZV13,,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=454
STK-A55E043DCE,Datalogic QW2100,OUT,1,2024-06-08 00:00:00,pcs,ZV13,G21E8554,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=455
STK-6FB76AAA4F,Epson TM-82III,OUT,1,2024-06-08 00:00:00,pcs,ZV13,X7BA004104,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=456
STK-091C963C44,Pos,OUT,1,2024-06-08 00:00:00,pcs,ZV13,5C595716,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=457
STK-39A0912E62,Dell Latitude 3520,OUT,1,2024-06-08 00:00:00,pcs,ZV13,6XSSKS3,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=458
STK-0CB55CF64E,Mouse,OUT,1,2024-06-08 00:00:00,pcs,ZV13,,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=459
STK-90553E94F3,Cash Drawer,OUT,1,2024-06-08 00:00:00,pcs,ZV13,MK410221102347,Cấp ZV13 Thăng long,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=460
STK-C34AB5EDFC,Pos,IN,1,2024-06-08 00:00:00,pcs,,5C595716,Chị Mai đưa,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=461
STK-EAA2BAE3D9,Laptop Dell Latitude 5430,OUT,1,2024-08-05 00:00:00,pcs,Nguyen Bao Ngoc,B8972T3,Cấp cho chị Ngọc ops mới & adapter,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=462
STK-4B5E2BC421,Lenovo Thinkpad E490,IN,1,2024-07-08 00:00:00,pcs,,PF1JSUP7,Thu hồi từ a tuấn,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=463
STK-2FEFAC6D58,Datalogic QW2100,IN,1,2024-07-08 00:00:00,pcs,,G19M33798,Thu hồi từ a tuấn,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=464
STK-99831772D1,Epson TM-82III,IN,1,2024-07-08 00:00:00,pcs,,X7BA007405,Thu hồi từ a tuấn,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=465
STK-15DB60D452,HP 280 G3 MT,IN,1,2024-07-08 00:00:00,pcs,VC08,4CE7385WV3,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=466
STK-1B05BC3FC2,EPSON TM-T82III,IN,1,2024-07-08 00:00:00,pcs,VC08,X7BA003673,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=467
STK-347FB52A86,Scanner datalogic qw2100,IN,1,2024-07-08 00:00:00,pcs,VC08,G21857554,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=468
STK-824A9D3444,Mouse,IN,1,2024-07-08 00:00:00,pcs,VC08,,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=469
STK-A17A33AAE8,Keyboard,IN,1,2024-07-08 00:00:00,pcs,VC08,,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=470
STK-D0CA1D0AF1,CASH DRAWER,IN,1,2024-07-08 00:00:00,pcs,VC08,DGAIV141220180754,Thu hồi từ VC08,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=471
STK-86D41D6E4C,HP ProDesk 400 G3 DM,IN,1,2024-07-08 00:00:00,pcs,VE04,8CG8105N35,Thu hồi từ VE04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=472
STK-F172C2E686,Mouse,IN,1,2024-07-08 00:00:00,pcs,VE04,,Thu hồi từ VE04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=473
STK-DD710D4C95,Keyboard,IN,1,2024-07-08 00:00:00,pcs,VE04,,Thu hồi từ VE04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=474
STK-43DAB04EDA,Pole Display VFD220U,IN,1,2024-07-08 00:00:00,pcs,VE04,120033,Thu hồi từ VE04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=475
STK-051B75B5E9,HP ProDesk 400 G3 DM,IN,1,,pcs,VC05,8CG75234Q7,Thu Hồi từ CHAMPION CRESCENT MALL,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=476
STK-1C48A1D507,HP ProDesk 400 G3 DM,OUT,1,14/8/2024,pcs,VA15,8CG8052W2J,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=477
STK-AEFEE0F94D,HP 190V,OUT,1,14/8/2024,pcs,VA15,1CR8371GSK,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=478
STK-DAAA6F716E,Maken MK410,OUT,1,14/8/2024,pcs,VA15,20230526081,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=479
STK-EFD2A33BC8,Pole Display LD220-HP,OUT,1,14/8/2024,pcs,VA15,493345-002,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=480
STK-083E4EB961,Mercusys,OUT,1,14/8/2024,pcs,VA15,22253D9009871,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=481
STK-5DC8623C3F,Datalogic QW2100,OUT,1,14/8/2024,pcs,VA15,G21M82786,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=482
STK-CBB8AF9342,Epson TM-82III,OUT,1,14/8/2024,pcs,VA15,X7B9022758,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=483
STK-86F30A41EE,HP Laser NEVERSTOP 1000W,OUT,1,14/8/2024,pcs,VA15,CNBRP8339N,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=484
STK-10B939AEBA,HP-Display port to VGA,OUT,1,14/8/2024,pcs,VA15,,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=485
STK-7621AEB56B,Mouse & keyboard,OUT,1,14/8/2024,pcs,VA15,,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=486
STK-B0029AD68D,Fortigate-40F,OUT,1,14/8/2024,pcs,VA15,FGT40FTK24012854,Cấp cho VA15,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=487
STK-A0924F67D9,Epson TM-82III,IN,1,16/08/2024,pcs,Vi04,X7BA002775,Nhận từ Vi04,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=488
STK-7E08C9388A,Laptop Dell Latitude 3520,OUT,1,21/08/2024,pcs,,6S4JGL3,Event Bình Dương,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=489
STK-AE9CD8ADD9,Epson TM-82III,OUT,1,21/08/2024,pcs,,X7BA002775,Event Bình Dương,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=490
STK-C9E073AFE6,Datalogic QW2100,OUT,1,21/08/2024,pcs,,G23C76607,Event Bình Dương,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=491
STK-3F3DFEECDC,Samsung Tab S6,IN,1,22/08/2024,pcs,,354348130452407,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=492
STK-288510BA60,Samsung Tab S6,IN,1,22/08/2024,pcs,,354348130452662,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=493
STK-AE880088C6,Samsung Tab S6,IN,1,22/08/2024,pcs,,354348130452001,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=494
STK-997C12154E,Postek printer,IN,1,22/08/2024,pcs,,11624C0001,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=495
STK-A0580B80AC,Postek printer,IN,1,22/08/2024,pcs,,11624C0002,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=496
STK-1A56BAE539,Postek printer,IN,1,22/08/2024,pcs,,11624C0003,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=497
STK-4474FA187C,SIM 4G Viettel,IN,1,22/08/2024,pcs,,8984048000934185683,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=498
STK-7185857C7E,SIM 4G Viettel,IN,1,22/08/2024,pcs,,8984048000934185627,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=499
STK-611C2C32FE,SIM 4G Viettel,IN,1,22/08/2024,pcs,,8984048000934185573,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=500
STK-4E70FF3EF0,SIM 4G Viettel,IN,1,22/08/2024,pcs,,8984048000916476495,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=501
STK-DAFA2EF50D,SIM 4G Viettel,IN,1,22/08/2024,pcs,,8984048000934185681,Sóng nam giao,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=502
STK-9F14659811,Epson TM-82III,IN,1,23/08/2024,pcs,,X7BA011302,VA02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=503
STK-4C23A6D92A,Canon LBP 2900,IN,1,23/08/2024,pcs,,NMYA783802,VA02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=504
STK-E5C902DE17,Datalogic QW2100,IN,1,23/08/2024,pcs,,G22EB4602,VA02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=505
STK-05BFDDA3D8,Laptop Hp ProBook 440 G9,IN,1,23/08/2024,pcs,,5CD250F9ZW,VA02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=506
STK-8D17F992FC,Laptop Dell Latitude 3520,OUT,1,27/08/2024,pcs,DƯƠNG QUANG MINH TUẤN,BR9VKG3,ZV16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=507
STK-EBDFE30BE8,Samsung S6 Lite,IN,1,26/08/2024,pcs,,352294624028836,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=508
STK-00E03F9C23,Postek printer,IN,1,26/08/2024,pcs,,I1622F0008,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=509
STK-05BAE29CE5,HP 190V,IN,1,26/08/2024,pcs,,1CR82307C2,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=510
STK-FA1F288138,HP Pavilion 550-029I,IN,1,26/08/2024,pcs,,4CE61005V3,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=511
STK-7B17F2D17A,Canon LBP 2900,IN,1,26/08/2024,pcs,,NMYA855377,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=512
STK-BABCBBA8BE,Mercusys,IN,1,26/08/2024,pcs,,22172W5002261,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=513
STK-EDD632637B,Datalogic QW2100,IN,1,26/08/2024,pcs,,G21M82814,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=514
STK-EBD829D073,Epson TM-82III,IN,1,26/08/2024,pcs,,X7BA002788,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=515
STK-EDFD893F3C,Maken MK410,IN,1,26/08/2024,pcs,,MK410211201514,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=516
STK-9C45FCFCB4,Pole Display LD220-HP,IN,1,26/08/2024,pcs,,211130000033,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=517
STK-337E697093,Mouse,IN,1,26/08/2024,pcs,,,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=518
STK-1C4EB2D8A2,Keyboard,IN,1,26/08/2024,pcs,,,VN14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=519
STK-7C1019EF2D,HP 194V,OUT,1,29/08/2024,pcs,,3CQ633116Z,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=520
STK-ECA87F162A,Epson TM-82III,OUT,1,29/08/2024,pcs,,X7BA011302,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=521
STK-9426AB0012,Canon LBP 2900,OUT,1,29/08/2024,pcs,,NMYA783802,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=522
STK-953E57B0D7,Pole Display VFD,OUT,1,29/08/2024,pcs,,211130000049,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=523
STK-4718DA1F53,HP ProDesk 400 G3 DM,OUT,1,29/08/2024,pcs,,8CG8105N1V,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=524
STK-71E9A01B47,Hub usb orico,OUT,1,29/08/2024,pcs,,,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=525
STK-C012205B1D,Mouse& Keyboard,OUT,1,29/08/2024,pcs,,,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=526
STK-31B361D983,Maken MK410,OUT,1,29/08/2024,pcs,,MK410220300197,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=527
STK-23C71D7E85,Fortigate-40F,OUT,1,29/08/2024,pcs,,,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=528
STK-AD6DB5E676,Mercusys,OUT,1,29/08/2024,pcs,,22172W5002275,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=529
STK-B773EC2189,Datalogic QW2100,OUT,1,29/08/2024,pcs,,G22EB4602,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=530
STK-6FDF1CA64C,HP-Display port to VGA,OUT,1,29/08/2024,pcs,,,VA13,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=531
STK-CE15BA4992,Samsung S6 Lite,OUT,1,2024-06-09 00:00:00,pcs,,352294624028836,VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=532
STK-06C8B2BE69,Postek printer,OUT,1,2024-06-09 00:00:00,pcs,,I1622F0008,VA16,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=533
STK-47127E991E,HP Probook G9,IN,1,2024-09-09 00:00:00,pcs,,5CD2409YYT,Thu hồi từ A.Tuấn hiện tại a.huy giữ,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=534
STK-0E355F3C00,Samsung S6 Lite,OUT,1,10/092024,pcs,,354348130452407,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=535
STK-26178B2266,Postek printer,OUT,1,10/092024,pcs,,I1624C0001,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=536
STK-CA64EAB53E,SIM 4G Viettel,OUT,1,10/092024,pcs,,8984048000916476495,VA22,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=537
STK-B2747B1BDA,Fortigate-60F,IN,1,16/09/2024,pcs,,SERIALFGT60FTK23084659;CLOUD_KEYC7XWD5S5,VO02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=538
STK-737C0C3E02,Datalogic QW2100,IN,1,16/09/2024,pcs,,G21E85804,zv16&zv14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=539
STK-83CF35909E,TP-Link MR6400,IN,1,16/09/2024,pcs,,223C9L2011651,zv16&zv14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=540
STK-B5346FD453,Epson TM-82III,IN,1,16/09/2024,pcs,,X7BA002787,zv16&zv14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=541
STK-CC9E08CEC0,SIM 4G Viettel,IN,1,16/09/2024,pcs,,8984048000927542644,zv16&zv14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=542
STK-1A6DED9B15,Laptop Dell Latitude 3520,IN,1,16/09/2024,pcs,,BR9VKG3,zv16&zv14,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=543
STK-1A58CEC14A,HP Laser NEVERSTOP 1000W,IN,1,17/09/2024,pcs,,CNBRP833GH,VN02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=544
STK-CF152B035C,Epson TM-82III,IN,1,17/09/2024,pcs,,X7BA000889,VN02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=545
STK-4EE060F4D6,Datalogic QW2100,IN,1,17/09/2024,pcs,,G17NE9961,VN02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=546
STK-F710CAD5AB,Maken MK410,IN,1,17/09/2024,pcs,,MK410210300453,VN02,,Asset management/Transititons/IT tool.xlsx#Infra Device (transactions)!row=547
